id,Title,URL du logo,URL de site web,Village,Resume,Theme
213,Neovia,https://www.levillagebyca.com/sites/default/files/2018-09/Logo_Neovia_CMJN_EN_Grey-Blue%20%28light%29.jpg,https://www.neovia-group.com/,Morbihan,"Neovia est un acteur reconnu, depuis plus de 60 ans, dans la nutrition et santé animale.","Agro-Agri, Food tech, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
214,Rocher Participations,https://www.levillagebyca.com/sites/default/files/2018-09/Logo-Rocher-participations_op.jpg,https://www.groupe-rocher.com/fr,Morbihan,"Natif de La Gacilly dans le Morbihan, la volonté de Monsieur Yves ROCHER était de faire vivre sa région et de faire émerger les talents.","Santé et bien être, Cosmétique"
215,Norac foods,https://www.levillagebyca.com/sites/default/files/2018-03/LOGO-NORAC%20au%2001%2001%2017.png,http://www.noracfoods.com/,Morbihan,"En un peu plus de 25 ans, le groupe Norac est devenu un acteur majeur de l’agroalimentaire en France et à l’international en s’appuyant sur le développement de ses filiales, sur des produits innovants et sur des opérations de croissance externe.","Agro-Agri, Autres, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
216,Geirec,https://www.levillagebyca.com/sites/default/files/2018-03/Logo%20GEIREC_2.png,https://www.geirec.com/,Morbihan,"GEIREC est un cabinet d’expertise comptable, de conseil et d’audit créé en 1979.","Finance, Autres"
217,Groupe d'aucy,https://www.levillagebyca.com/sites/default/files/2018-09/logo_groupe_daucy_1L_CMJN_300dpi_170mm_op.jpg,http://www.groupedaucy.com/index.php/fr/,Morbihan,"Le Groupe d’aucy est un groupe agroalimentaire coopératif organisé autour de 4 branches (agriculture, légumes et plats cuisinés de longue conservation, oeufs et viande) et de deux filières complètes, les légumes et l’oeuf.","Agro-Agri, Agriculture, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
218,In Extenso Innovation Croissance,https://www.levillagebyca.com/sites/default/files/2018-03/In-Extenso-IC-noir.png,http://www.inextenso-innovation.fr/,Languedoc,"In Extenso Innovation Croissance, cabinet conseil en management stratégique de l'innovation, filiale conseil d'In Extenso, membre du réseau Deloitte.","Informatique et électronique, Cloud, Hardware, Software, Cobotique, Intelligence artificielle, IOT, Big data, Autres"
219,Shom,https://www.levillagebyca.com/sites/default/files/2018-03/logo-text-387654f1adda2d82111ba0f2738df90b_0.png,http://www.shom.fr/,Finistère,Le Shom est un établissement public administratif sous tutelle du ministère des Armées,"Énergie et environnement, Mer"
220,Indosuez Wealth Management,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Indosuez-01.png,https://www.ca-indosuez.com/france/fr/,"Languedoc, Atlantique Vendee, Paris, Centre-Est, Morbihan","Nous accompagnons les dirigeants à toutes les étapes clés qui jalonnent le développement de leur entreprise ou de leur startup : structuration patrimoniale, sollicitation d'experts, mise en relation avec un réseau d'investisseurs qualifiés et de partenaires, en France comme à l'international.",Finance
221,Initiative 21,https://www.levillagebyca.com/sites/default/files/2018-03/Init.-co%5Ete-d%27or%2Bsignat_0.png,http://www.initiative-cotedor.com/,Champagne Bourgogne,"1 des 230 associations locales du réseau Initiative France. 

Qu'est ce qu'une plateforme ?

 230 plateformes Initiative en France. Ces associations loi de 1901, ont pour mission d’aider gracieusement les créateurs et les repreneurs d’entreprises en leur accordant un prêt d’honneur sans intérêt et sans garantie et en les accompagnant après la création ou la reprise jusqu’à la réussite économique de leur projet. Elles fédèrent autour d'elles des acteurs publics (collectivités locales en tête) et privés (entreprises et banques), les assemblées consulaires et des réseaux d'experts.",
222,Réseau Entreprendre Bourgogne,https://www.levillagebyca.com/sites/default/files/2018-03/40_logo_re_couleur_bourgogne_0.png,https://www.reseau-entreprendre.org/bourgogne/,Champagne Bourgogne,"Un réseau de chefs d’entreprises qui accompagnent les nouveaux entrepreneurs

Notre force, c’est l’accompagnement des nouveaux entrepreneurs

Notre mission est de contribuer à la réussite de nouveaux entrepreneurs significativement créateurs d’emplois et de richesses.

Le cœur de métier de Réseau Entreprendre Bourgogne, c’est :

– L’accompagnement par des chefs d’entreprise.",
223,Tippagral,https://www.levillagebyca.com/sites/default/files/2018-03/Logo%20Tippagral%20Noir%20sans%20devise_0.png,http://tippagral.com/,Champagne Bourgogne,"NOUS SERVONS LES PROS DE L'ALIMENTAIRE

Nos clients sont des industriels, distributeurs… et les intervenants de la restauration sociale et commerciale. Nous leur proposons une gamme complète en format traditionnel : râpés, blocs, cossettes, tranchettes et mini-dés… et nous mettons à leur disposition une offre large sur des formats particuliers, standards et sur-mesure, en fonction de demandes ou projets spécifiques.",
224,Ets Patouillet,https://www.levillagebyca.com/sites/default/files/2018-03/Logo%20Ets%20Pat.jpeg,http://patouillet.fr/,Champagne Bourgogne,"Les Établissements Patouillet proposent depuis 1968 toute une gamme de machines à café, distributeurs automatiques, fontaines à eau, cafétéria... Découvrez notre offre en ligne et commandez nos produits dans notre espace boutique !",
225,Invest PME,https://www.levillagebyca.com/sites/default/files/2018-03/LOGO%20Invest%20PME%20-%20Q_0.png,https://www.siparex.com/invest-pme-20-ans-daccompagnement-des-entreprises-en-re…,Champagne Bourgogne,Notre métier depuis 40 ans : Siparex est l’un des tout premiers groupes de capital investissement français indépendants.,
226,Crédit Agricole de Champagne Bourgogne,https://www.levillagebyca.com/sites/default/files/2018-03/logo_creditagricole_V16_0.png,https://www.ca-cb.fr/,Champagne Bourgogne,"Banque de référence sur nos départements
Le Crédit Agricole de Champagne-Bourgogne, premier établissement bancaire de l'Aube, de la Côte-d'Or, de la Haute-Marne et de l'Yonne (*) , construit aujourd'hui un nouvel avenir bancaire. C'est une entreprise solide, présente dans tous les secteurs d'activité, préparée aux défis du futur et plus performante pour l'avenir.",
227,La Chambre de Commerce et d'Industrie de Côte d'Or,https://www.levillagebyca.com/sites/default/files/2018-03/CCI21_vertical.jpg,https://www.cotedor.cci.fr/,Champagne Bourgogne,"Instaurée par la loi sur la Révision Générale des Politiques Publiques de 2010, la CCI Côte-d’Or est le regroupement des CCI de Dijon ( création en 1852 ) et de Beaune (création en 1856).

La CCI Côte-d’Or compte 20 600 ressortissants ( fichier nov 2016 ) dont 7 680 dans le commerce, 8 975 dans les services et 3945 dans l’industrie.

Son siège est à Dijon, place Jean Bouhey.

La CCI assure des prestations de conseils aux entreprises et aux collectivités locales sur l’ensemble de la Côte-d’Or grâce aux antennes de Montbard et de Beaune, et aux Bureaux de Châtillon, Auxonne et Selongey.

Les ori",
228,Vect'oeur,https://www.levillagebyca.com/sites/default/files/2019-03/Logo%20Vectoeur%20final_0.png,http://www.vectoeur.com/,Champagne Bourgogne,"Vectoeur est un laboratoire d'analyse dédié à la recherche et la préservation de pureté des produits issues du monde viti-vinicole, agroalimentaire ou industriel.
Limiter l’exposition aux perturbateurs organoleptiques est un gage de qualité et donc d’une réelle valeur ajoutée pour nos clients.
Notre savoir-faire repose sur 3 fondamentaux:
•	Un accompagnement et une expertise sur mesure.
•	Des analyses de qualité.
•	La mise en place de solutions simples et pragmatiques.","Agro-Agri, Santé et bien être, Énergie et environnement"
229,APRR,https://www.levillagebyca.com/sites/default/files/2018-03/logo-aprr.jpg,http://www.aprr.fr/fr,"Champagne Bourgogne, Centre-Est","Autoroutes Paris-Rhin-Rhône, ou APRR, est l’une des sociétés chargées de l’exploitation d’un réseau autoroutier français. Depuis le 20 février 2006, date de sa privatisation par l'État français, APRR appartient au consortium Eiffarie (composé d’Eiffage et de Macquarie, une banque d'investissement australienne).

APRR est le 2e groupe autoroutier en France et le 4e en Europe.

La date d'expiration de sa concession autoroutière en France est fixée au 30 novembre 2035","Mobilité, Transport"
230,Dijon Céréales,https://www.levillagebyca.com/sites/default/files/2018-03/logo-dijon_cereales2_0.jpg,https://www.dijon-cereales.fr/,Champagne Bourgogne,"Dijon Céréales est le principal groupe agricole et agroalimentaire de Bourgogne Franche-Comté.Ses activités variées vont des métiers du grain (coopérative de collecte et d’approvisionnement) à la meunerie, en passant par les productions légumières mais aussi la distribution (jardineries, espaces verts, vigne et élevage), ou encore la logistique.Résolument tourné vers l’avenir, acteur de la recherche-développement, le groupe dispose d’un maillage interrégional conséquent, pour faire face notamment à la mondialisation des marchés.","Agro-Agri, Agriculture, Food tech"
231,Niji,https://www.levillagebyca.com/sites/default/files/2018-03/logo-niji-RVB.png,https://www.niji.fr/,Finistère,Niji est une société entièrement dédiée à la transformation numérique des entreprises.,Web
232,Bibal,https://www.levillagebyca.com/sites/default/files/2018-03/LOGO%20BIBAL%202000X2000.png,http://www.bibal-boutique.fr,Languedoc,"Maître Torréfacteur depuis 1955, Bibal sublime les instants cafés des entreprises ainsi que du particulier.","Agro-Agri, Agriculture, Food tech, Autres"
233,Evolessi Conseil,https://www.levillagebyca.com/sites/default/files/2018-03/logo%20evolessi%20-%20Copie.png,https://www.evolessi.com/,Côtes d'Armor,"La vocation d’Evolessi Conseil est d’accompagner ses clients dans l’ANIMATION DES PROJETS TRANSVERSES à l’organisation, les faire pétiller, les rendre vivants et en faire de véritable succès d’entreprise.
​
80% des projets touchent de près ou de loin le système d’information (SI), le numérique et le digital. C’est pourquoi, Evolessi Conseil a développé un savoir-faire unique autour de la RELATION ENTRE LES DIRECTIONS MÉTIERS et LA ""SPHERE INFORMATIQUE et NUMERIQUE"" (Direction du système d'Information interne, prestataires externes).",Développement Business
234,Solutions Fortes,https://www.levillagebyca.com/sites/default/files/2018-03/logo%20solutions%20fortes%20-%20Copie_1.png,https://www.solutionsfortes.fr/,Côtes d'Armor,"Des réponses rapides, des préconisations très concrètes, pour une mise en œuvre efficace à court terme.","Développement Business, Consulting"
235,CCI Côtes d'Armor,https://www.levillagebyca.com/sites/default/files/2018-03/CCI_C%C3%B4tes_Armor.png,https://www.cotesdarmor.cci.fr/,Côtes d'Armor,"Créée en 1818, la CCI des Côtes d'Armor est un établissement public de l'Etat","Administratif, Développement Business, Éducation"
236,Apizee,https://www.levillagebyca.com/sites/default/files/2018-03/apizee_logo_black_1.png,https://www.apizee.com/fr/,Côtes d'Armor,Collaborer et interagir en ligne doit être possible à partir d’une simple connexion Internet,"Médias, Télécom, Web"
237,NEC,https://www.levillagebyca.com/sites/default/files/2018-03/Nec_0.png,https://fr.nec.com/,Côtes d'Armor,Intégrer les TIC dans la société de demain.,Développement Business
238,Efficient Innovation,https://www.levillagebyca.com/sites/default/files/2018-03/Efficient_0.png,http://efficient-innovation.com/fr,Côtes d'Armor,"Aider ses clients à innover vite, bien, avec de justes moyens.",Développement Business
